	PHASE	TYPE	ORIGINAL	ACTUAL	UP	DP	position	position_UP	position_DP	phoneme	phon_prob	error
69	Original	Original	k@sino	k@sino	4	4	3	?	?	s	0.00355	1.99291
70	Original	Original	k@sino	k@sino	4	4	4	?	?	i	0.49060	1.01880
71	Original	Original	k@sino	k@sino	4	4	5	?	?	n	1.00000	0.00000
72	Original	Original	k@sino	k@sino	4	4	6	?	?	o	1.00000	0.00000
73	Original	Original	COkl@t	COkl@t	4	4	1	?	?	C	0.00901	1.98198
74	Original	Original	COkl@t	COkl@t	4	4	2	?	?	O	0.02764	1.94472
75	Original	Original	COkl@t	COkl@t	4	4	3	?	?	k	0.44167	1.11665
76	Original	Original	COkl@t	COkl@t	4	4	4	?	?	l	0.45055	1.09891
77	Original	Original	COkl@t	COkl@t	4	4	5	?	?	@	1.00000	0.00000
78	Original	Original	COkl@t	COkl@t	4	4	6	?	?	t	1.00000	0.00000
79	Original	Original	kobOlt	kobOlt	4	4	1	?	?	k	0.09071	1.81858
80	Original	Original	kobOlt	kobOlt	4	4	2	?	?	o	0.04422	1.91155
81	Original	Original	kobOlt	kobOlt	4	4	3	?	?	b	0.01461	1.97077
82	Original	Original	kobOlt	kobOlt	4	4	4	?	?	O	0.44237	1.11526
83	Original	Original	kobOlt	kobOlt	4	4	5	?	?	l	1.00000	0.00000
84	Original	Original	kobOlt	kobOlt	4	4	6	?	?	t	1.00000	0.00000
85	Original	Original	kAstum	kAstum	7	7	1	?	?	k	0.09071	1.81858
86	Original	Original	kAstum	kAstum	7	7	2	?	?	A	0.14758	1.70484
87	Original	Original	kAstum	kAstum	7	7	3	?	?	s	0.00788	1.98424
88	Original	Original	kAstum	kAstum	7	7	4	?	?	t	1.00000	0.00000
89	Original	Original	kAstum	kAstum	7	7	5	?	?	u	1.00000	0.00000
90	Original	Original	kAstum	kAstum	7	7	6	?	?	m	1.00000	0.00000
91	Original	Original	kuskus	kuskus	3	3	1	?	?	k	0.09071	1.81858
92	Original	Original	kuskus	kuskus	3	3	2	?	?	u	0.00811	1.98378
93	Original	Original	kuskus	kuskus	3	3	3	?	?	s	0.03432	1.93135
94	Original	Original	kuskus	kuskus	3	3	4	?	?	k	1.00000	0.00000
95	Original	Original	kuskus	kuskus	3	3	5	?	?	u	1.00000	0.00000
96	Original	Original	kuskus	kuskus	3	3	6	?	?	s	1.00000	0.00000
97	Original	Original	kr@vas	kr@vas	7	7	1	?	?	k	0.09071	1.81858
98	Original	Original	kr@vas	kr@vas	7	7	2	?	?	r	0.11245	1.77510
99	Original	Original	kr@vas	kr@vas	7	7	3	?	?	@	0.01734	1.96533
100	Original	Original	kr@vas	kr@vas	7	7	4	?	?	v	0.25855	1.48290
101	Original	Original	kr@vas	kr@vas	7	7	5	?	?	a	1.00000	0.00000
102	Original	Original	kr@vas	kr@vas	7	7	6	?	?	s	0.66010	0.67980
103	Original	Original	dAlfIn	dAlfIn	7	7	1	?	?	d	0.06094	1.87812
104	Original	Original	dAlfIn	dAlfIn	7	7	2	?	?	A	0.04368	1.91265
105	Original	Original	dAlfIn	dAlfIn	7	7	3	?	?	l	0.12662	1.74677
106	Original	Original	dAlfIn	dAlfIn	7	7	4	?	?	f	0.19968	1.60064
107	Original	Original	dAlfIn	dAlfIn	7	7	5	?	?	I	1.00000	0.00000
108	Original	Original	dAlfIn	dAlfIn	7	7	6	?	?	n	1.00000	0.00000
109	Original	Original	dVnJ@n	dVnJ@n	4	4	1	?	?	d	0.06094	1.87812
110	Original	Original	dVnJ@n	dVnJ@n	4	4	2	?	?	V	0.03428	1.93144
111	Original	Original	dVnJ@n	dVnJ@n	4	4	3	?	?	n	0.07054	1.85892
112	Original	Original	dVnJ@n	dVnJ@n	4	4	4	?	?	J	0.44743	1.10515
113	Original	Original	dVnJ@n	dVnJ@n	4	4	5	?	?	@	1.00000	0.00000
114	Original	Original	dVnJ@n	dVnJ@n	4	4	6	?	?	n	1.00000	0.00000
115	Original	Original	fanfEr	fanfEr	4	4	1	?	?	f	0.04760	1.90481
116	Original	Original	fanfEr	fanfEr	4	4	2	?	?	a	0.05864	1.88272
117	Original	Original	fanfEr	fanfEr	4	4	3	?	?	n	0.19238	1.61523
118	Original	Original	fanfEr	fanfEr	4	4	4	?	?	f	0.05630	1.88741
119	Original	Original	fanfEr	fanfEr	4	4	5	?	?	E	1.00000	0.00000
120	Original	Original	fanfEr	fanfEr	4	4	6	?	?	r	1.00000	0.00000
121	Original	Original	fiasko	fiasko	3	3	1	?	?	f	0.04760	1.90481
122	Original	Original	fiasko	fiasko	3	3	2	?	?	i	0.04070	1.91860
123	Original	Original	fiasko	fiasko	3	3	3	?	?	a	0.01561	1.96877
124	Original	Original	fiasko	fiasko	3	3	4	?	?	s	1.00000	0.00000
125	Original	Original	fiasko	fiasko	3	3	5	?	?	k	1.00000	0.00000
126	Original	Original	fiasko	fiasko	3	3	6	?	?	o	1.00000	0.00000
127	Original	Original	fiEst@	fiEst@	3	3	1	?	?	f	0.04760	1.90481
128	Original	Original	fiEst@	fiEst@	3	3	2	?	?	i	0.04070	1.91860
129	Original	Original	fiEst@	fiEst@	3	3	3	?	?	E	0.01427	1.97145
130	Original	Original	fiEst@	fiEst@	3	3	4	?	?	s	1.00000	0.00000
131	Original	Original	fiEst@	fiEst@	3	3	5	?	?	t	1.00000	0.00000
132	Original	Original	fiEst@	fiEst@	3	3	6	?	?	@	1.00000	0.00000
133	Original	Original	flImzi	flImzi	4	4	1	?	?	f	0.04760	1.90481
134	Original	Original	flImzi	flImzi	4	4	2	?	?	l	0.15226	1.69547
135	Original	Original	flImzi	flImzi	4	4	3	?	?	I	0.08495	1.83010
136	Original	Original	flImzi	flImzi	4	4	4	?	?	m	0.04536	1.90927
137	Original	Original	flImzi	flImzi	4	4	5	?	?	z	1.00000	0.00000
138	Original	Original	flImzi	flImzi	4	4	6	?	?	i	1.00000	0.00000
139	Original	Original	flAtsm	flAtsm	4	4	1	?	?	f	0.04760	1.90481
140	Original	Original	flAtsm	flAtsm	4	4	2	?	?	l	0.15226	1.69547
141	Original	Original	flAtsm	flAtsm	4	4	3	?	?	A	0.04036	1.91928
142	Original	Original	flAtsm	flAtsm	4	4	4	?	?	t	0.07700	1.84600
143	Original	Original	flAtsm	flAtsm	4	4	5	?	?	s	1.00000	0.00000
144	Original	Original	flAtsm	flAtsm	4	4	6	?	?	m	1.00000	0.00000
145	Original	Original	fOrmj@l@	fOrmj@l@	9	9	1	?	?	f	0.04760	1.90481
146	Original	Original	fOrmj@l@	fOrmj@l@	9	9	2	?	?	O	0.11063	1.77873
147	Original	Original	fOrmj@l@	fOrmj@l@	9	9	3	?	?	r	0.84490	0.31019
148	Original	Original	fOrmj@l@	fOrmj@l@	9	9	4	?	?	m	0.23870	1.52260
149	Original	Original	fOrmj@l@	fOrmj@l@	9	9	5	?	?	j	0.26334	1.47332
150	Original	Original	fOrmj@l@	fOrmj@l@	9	9	6	?	?	@	1.00000	0.00000
151	Original	Original	fOrmj@l@	fOrmj@l@	9	9	7	?	?	l	1.00000	0.00000
152	Original	Original	fOrmj@l@	fOrmj@l@	9	9	8	?	?	@	0.26105	1.47791
153	Original	Original	fOrC@n	fOrC@n	7	7	1	?	?	f	0.04760	1.90481
154	Original	Original	fOrC@n	fOrC@n	7	7	2	?	?	O	0.11063	1.77873
155	Original	Original	fOrC@n	fOrC@n	7	7	3	?	?	r	0.84490	0.31019
156	Original	Original	fOrC@n	fOrC@n	7	7	4	?	?	C	0.03099	1.93803
157	Original	Original	fOrC@n	fOrC@n	7	7	5	?	?	@	0.49543	1.00913
158	Original	Original	fOrC@n	fOrC@n	7	7	6	?	?	n	1.00000	0.00000
159	Original	Original	kImono	kImono	3	3	1	?	?	k	0.09071	1.81858
160	Original	Original	kImono	kImono	3	3	2	?	?	I	0.02338	1.95325
161	Original	Original	kImono	kImono	3	3	3	?	?	m	0.01053	1.97894
162	Original	Original	kImono	kImono	3	3	4	?	?	o	1.00000	0.00000
163	Original	Original	kImono	kImono	3	3	5	?	?	n	1.00000	0.00000
164	Original	Original	kImono	kImono	3	3	6	?	?	o	1.00000	0.00000
165	Original	Original	l@mEnt	l@mEnt	7	7	1	?	?	l	0.03257	1.93487
166	Original	Original	l@mEnt	l@mEnt	7	7	2	?	?	@	0.01778	1.96445
167	Original	Original	l@mEnt	l@mEnt	7	7	3	?	?	m	0.08720	1.82561
168	Original	Original	l@mEnt	l@mEnt	7	7	4	?	?	E	1.00000	0.00000
169	Original	Original	l@mEnt	l@mEnt	7	7	5	?	?	n	1.00000	0.00000
170	Original	Original	l@mEnt	l@mEnt	7	7	6	?	?	t	1.00000	0.00000
171	Original	Original	lEkt#n	lEkt#n	4	4	1	?	?	l	0.03257	1.93487
172	Original	Original	lEkt#n	lEkt#n	4	4	2	?	?	E	0.12057	1.75886
173	Original	Original	lEkt#n	lEkt#n	4	4	3	?	?	k	0.06435	1.87129
174	Original	Original	lEkt#n	lEkt#n	4	4	4	?	?	t	0.06595	1.86809
175	Original	Original	lEkt#n	lEkt#n	4	4	5	?	?	#	1.00000	0.00000
176	Original	Original	lEkt#n	lEkt#n	4	4	6	?	?	n	1.00000	0.00000
177	Original	Original	lIbito	lIbito	5	5	1	?	?	l	0.03257	1.93487
178	Original	Original	lIbito	lIbito	5	5	2	?	?	I	0.16608	1.66784
179	Original	Original	lIbito	lIbito	5	5	3	?	?	b	0.11510	1.76980
180	Original	Original	lIbito	lIbito	5	5	4	?	?	i	0.13194	1.73611
181	Original	Original	lIbito	lIbito	5	5	5	?	?	t	0.31336	1.37329
182	Original	Original	lIbito	lIbito	5	5	6	?	?	o	1.00000	0.00000
183	Original	Original	me@nez	me@nez	4	4	1	?	?	m	0.05097	1.89805
184	Original	Original	me@nez	me@nez	4	4	2	?	?	e	0.05435	1.89130
185	Original	Original	me@nez	me@nez	4	4	3	?	?	@	0.02892	1.94217
186	Original	Original	me@nez	me@nez	4	4	4	?	?	n	0.30908	1.38185
187	Original	Original	me@nez	me@nez	4	4	5	?	?	e	1.00000	0.00000
188	Original	Original	me@nez	me@nez	4	4	6	?	?	z	1.00000	0.00000
189	Original	Original	mVSrum	mVSrum	7	7	1	?	?	m	0.05097	1.89805
190	Original	Original	mVSrum	mVSrum	7	7	2	?	?	V	0.06772	1.86456
191	Original	Original	mVSrum	mVSrum	7	7	3	?	?	S	0.04039	1.91923
192	Original	Original	mVSrum	mVSrum	7	7	4	?	?	r	0.75037	0.49925
193	Original	Original	mVSrum	mVSrum	7	7	5	?	?	u	1.00000	0.00000
194	Original	Original	mVSrum	mVSrum	7	7	6	?	?	m	1.00000	0.00000
195	Original	Original	napkIn	napkIn	7	7	1	?	?	n	0.02113	1.95775
196	Original	Original	napkIn	napkIn	7	7	2	?	?	a	0.08297	1.83407
197	Original	Original	napkIn	napkIn	7	7	3	?	?	p	0.11218	1.77564
198	Original	Original	napkIn	napkIn	7	7	4	?	?	k	0.30381	1.39238
199	Original	Original	napkIn	napkIn	7	7	5	?	?	I	1.00000	0.00000
200	Original	Original	napkIn	napkIn	7	7	6	?	?	n	1.00000	0.00000
201	Original	Original	Or@J@n	Or@J@n	7	7	1	?	?	O	0.00764	1.98471
202	Original	Original	Or@J@n	Or@J@n	7	7	2	?	?	r	0.40428	1.19145
203	Original	Original	Or@J@n	Or@J@n	7	7	3	?	?	@	0.14956	1.70087
204	Original	Original	Or@J@n	Or@J@n	7	7	4	?	?	J	0.17440	1.65119
205	Original	Original	Or@J@n	Or@J@n	7	7	5	?	?	@	1.00000	0.00000
206	Original	Original	Or@J@n	Or@J@n	7	7	6	?	?	n	1.00000	0.00000
207	Original	Original	p@got@	p@got@	7	7	1	?	?	p	0.07510	1.84981
208	Original	Original	p@got@	p@got@	7	7	2	?	?	@	0.03347	1.93305
209	Original	Original	p@got@	p@got@	7	7	3	?	?	g	0.01688	1.96624
210	Original	Original	p@got@	p@got@	7	7	4	?	?	o	1.00000	0.00000
211	Original	Original	p@got@	p@got@	7	7	5	?	?	t	1.00000	0.00000
212	Original	Original	p@got@	p@got@	7	7	6	?	?	@	1.00000	0.00000
213	Original	Original	pArsli	pArsli	5	5	1	?	?	p	0.07510	1.84981
214	Original	Original	pArsli	pArsli	5	5	2	?	?	A	0.07806	1.84388
215	Original	Original	pArsli	pArsli	5	5	3	?	?	r	0.34276	1.31447
216	Original	Original	pArsli	pArsli	5	5	4	?	?	s	0.11881	1.76238
217	Original	Original	pArsli	pArsli	5	5	5	?	?	l	0.11966	1.76067
218	Original	Original	pArsli	pArsli	5	5	6	?	?	i	1.00000	0.00000
219	Original	Original	pElvIs	pElvIs	7	7	1	?	?	p	0.07510	1.84981
220	Original	Original	pElvIs	pElvIs	7	7	2	?	?	E	0.05159	1.89682
221	Original	Original	pElvIs	pElvIs	7	7	3	?	?	l	0.05336	1.89327
222	Original	Original	pElvIs	pElvIs	7	7	4	?	?	v	0.26829	1.46343
223	Original	Original	pElvIs	pElvIs	7	7	5	?	?	I	1.00000	0.00000
224	Original	Original	pElvIs	pElvIs	7	7	6	?	?	s	0.51914	0.96172
225	Original	Original	pIknIk	pIknIk	7	7	1	?	?	p	0.07510	1.84981
226	Original	Original	pIknIk	pIknIk	7	7	2	?	?	I	0.06347	1.87305
227	Original	Original	pIknIk	pIknIk	7	7	3	?	?	k	0.22317	1.55366
228	Original	Original	pIknIk	pIknIk	7	7	4	?	?	n	0.06933	1.86135
229	Original	Original	pIknIk	pIknIk	7	7	5	?	?	I	1.00000	0.00000
230	Original	Original	pIknIk	pIknIk	7	7	6	?	?	k	1.00000	0.00000
231	Original	Original	p@teto	p@teto	7	7	1	?	?	p	0.07510	1.84981
232	Original	Original	p@teto	p@teto	7	7	2	?	?	@	0.03347	1.93305
233	Original	Original	p@teto	p@teto	7	7	3	?	?	t	0.31472	1.37057
234	Original	Original	p@teto	p@teto	7	7	4	?	?	e	0.08097	1.83806
235	Original	Original	p@teto	p@teto	7	7	5	?	?	t	1.00000	0.00000
236	Original	Original	p@teto	p@teto	7	7	6	?	?	o	1.00000	0.00000
237	Original	Original	prof!l	prof!l	7	7	1	?	?	p	0.07510	1.84981
238	Original	Original	prof!l	prof!l	7	7	2	?	?	r	0.28626	1.42748
239	Original	Original	prof!l	prof!l	7	7	3	?	?	o	0.08944	1.82113
240	Original	Original	prof!l	prof!l	7	7	4	?	?	f	0.04830	1.90340
241	Original	Original	prof!l	prof!l	7	7	5	?	?	!	0.75823	0.48354
242	Original	Original	prof!l	prof!l	7	7	6	?	?	l	1.00000	0.00000
243	Original	Original	pUlpIt	pUlpIt	7	7	1	?	?	p	0.07510	1.84981
244	Original	Original	pUlpIt	pUlpIt	7	7	2	?	?	U	0.01342	1.97316
245	Original	Original	pUlpIt	pUlpIt	7	7	3	?	?	l	0.31315	1.37370
246	Original	Original	pUlpIt	pUlpIt	7	7	4	?	?	p	0.16471	1.67059
247	Original	Original	pUlpIt	pUlpIt	7	7	5	?	?	I	1.00000	0.00000
248	Original	Original	pUlpIt	pUlpIt	7	7	6	?	?	t	1.00000	0.00000
249	Original	Original	rEskju	rEskju	7	7	1	?	?	r	0.06056	1.87887
250	Original	Original	rEskju	rEskju	7	7	2	?	?	E	0.14158	1.71684
251	Original	Original	rEskju	rEskju	7	7	3	?	?	s	0.10411	1.79178
252	Original	Original	rEskju	rEskju	7	7	4	?	?	k	0.12712	1.74577
253	Original	Original	rEskju	rEskju	7	7	5	?	?	j	1.00000	0.00000
254	Original	Original	rEskju	rEskju	7	7	6	?	?	u	1.00000	0.00000
255	Original	Original	rEv@nu	rEv@nu	7	7	1	?	?	r	0.06056	1.87887
256	Original	Original	rEv@nu	rEv@nu	7	7	2	?	?	E	0.14158	1.71684
257	Original	Original	rEv@nu	rEv@nu	7	7	3	?	?	v	0.07657	1.84686
258	Original	Original	rEv@nu	rEv@nu	7	7	4	?	?	@	0.37347	1.25306
259	Original	Original	rEv@nu	rEv@nu	7	7	5	?	?	n	0.35738	1.28524
260	Original	Original	rEv@nu	rEv@nu	7	7	6	?	?	u	1.00000	0.00000
261	Original	Original	skafLd	skafLd	7	7	1	?	?	s	0.11377	1.77246
262	Original	Original	skafLd	skafLd	7	7	2	?	?	k	0.10039	1.79921
263	Original	Original	skafLd	skafLd	7	7	3	?	?	a	0.09953	1.80094
264	Original	Original	skafLd	skafLd	7	7	4	?	?	f	0.04220	1.91561
265	Original	Original	skafLd	skafLd	7	7	5	?	?	L	1.00000	0.00000
266	Original	Original	skafLd	skafLd	7	7	6	?	?	d	1.00000	0.00000
267	Original	Original	sEs@mi	sEs@mi	4	4	1	?	?	s	0.11377	1.77246
268	Original	Original	sEs@mi	sEs@mi	4	4	2	?	?	E	0.06708	1.86583
269	Original	Original	sEs@mi	sEs@mi	4	4	3	?	?	s	0.01295	1.97409
270	Original	Original	sEs@mi	sEs@mi	4	4	4	?	?	@	0.31500	1.37000
271	Original	Original	sEs@mi	sEs@mi	4	4	5	?	?	m	1.00000	0.00000
272	Original	Original	sEs@mi	sEs@mi	4	4	6	?	?	i	1.00000	0.00000
273	Original	Original	SrapnL	SrapnL	4	4	1	?	?	S	0.01238	1.97523
274	Original	Original	SrapnL	SrapnL	4	4	2	?	?	r	0.07446	1.85108
275	Original	Original	SrapnL	SrapnL	4	4	3	?	?	a	0.05419	1.89162
276	Original	Original	SrapnL	SrapnL	4	4	4	?	?	p	0.52737	0.94527
277	Original	Original	SrapnL	SrapnL	4	4	5	?	?	n	1.00000	0.00000
278	Original	Original	SrapnL	SrapnL	4	4	6	?	?	L	1.00000	0.00000
279	Original	Original	sIluEt	sIluEt	7	7	1	?	?	s	0.11377	1.77246
280	Original	Original	sIluEt	sIluEt	7	7	2	?	?	I	0.08583	1.82833
281	Original	Original	sIluEt	sIluEt	7	7	3	?	?	l	0.08685	1.82631
282	Original	Original	sIluEt	sIluEt	7	7	4	?	?	u	0.09033	1.81935
283	Original	Original	sIluEt	sIluEt	7	7	5	?	?	E	1.00000	0.00000
284	Original	Original	sIluEt	sIluEt	7	7	6	?	?	t	1.00000	0.00000
285	Original	Original	slEnt#	slEnt#	7	7	1	?	?	s	0.11377	1.77246
286	Original	Original	slEnt#	slEnt#	7	7	2	?	?	l	0.04512	1.90975
287	Original	Original	slEnt#	slEnt#	7	7	3	?	?	E	0.03384	1.93231
288	Original	Original	slEnt#	slEnt#	7	7	4	?	?	n	0.21296	1.57407
289	Original	Original	slEnt#	slEnt#	7	7	5	?	?	t	1.00000	0.00000
290	Original	Original	slEnt#	slEnt#	7	7	6	?	?	#	1.00000	0.00000
291	Original	Original	slog@n	slog@n	7	7	1	?	?	s	0.11377	1.77246
292	Original	Original	slog@n	slog@n	7	7	2	?	?	l	0.04512	1.90975
293	Original	Original	slog@n	slog@n	7	7	3	?	?	o	0.09823	1.80355
294	Original	Original	slog@n	slog@n	7	7	4	?	?	g	0.13370	1.73260
295	Original	Original	slog@n	slog@n	7	7	5	?	?	@	1.00000	0.00000
296	Original	Original	slog@n	slog@n	7	7	6	?	?	n	1.00000	0.00000
297	Original	Original	s@nAt@	s@nAt@	7	7	1	?	?	s	0.11377	1.77246
298	Original	Original	s@nAt@	s@nAt@	7	7	2	?	?	@	0.05658	1.88683
299	Original	Original	s@nAt@	s@nAt@	7	7	3	?	?	n	0.02279	1.95443
300	Original	Original	s@nAt@	s@nAt@	7	7	4	?	?	A	0.36938	1.26124
301	Original	Original	s@nAt@	s@nAt@	7	7	5	?	?	t	1.00000	0.00000
302	Original	Original	s@nAt@	s@nAt@	7	7	6	?	?	@	1.00000	0.00000
303	Original	Original	sAvr@n	sAvr@n	7	7	1	?	?	s	0.11377	1.77246
304	Original	Original	sAvr@n	sAvr@n	7	7	2	?	?	A	0.01911	1.96179
305	Original	Original	sAvr@n	sAvr@n	7	7	3	?	?	v	0.04030	1.91939
306	Original	Original	sAvr@n	sAvr@n	7	7	4	?	?	r	1.00000	0.00000
307	Original	Original	sAvr@n	sAvr@n	7	7	5	?	?	@	1.00000	0.00000
308	Original	Original	sAvr@n	sAvr@n	7	7	6	?	?	n	1.00000	0.00000
309	Original	Original	tArg@t	tArg@t	7	7	1	?	?	t	0.04398	1.91203
310	Original	Original	tArg@t	tArg@t	7	7	2	?	?	A	0.04794	1.90411
311	Original	Original	tArg@t	tArg@t	7	7	3	?	?	r	0.20235	1.59529
312	Original	Original	tArg@t	tArg@t	7	7	4	?	?	g	0.19054	1.61891
313	Original	Original	tArg@t	tArg@t	7	7	5	?	?	@	1.00000	0.00000
314	Original	Original	tArg@t	tArg@t	7	7	6	?	?	t	1.00000	0.00000
315	Original	Original	TOraks	TOraks	4	4	1	?	?	T	0.00657	1.98686
316	Original	Original	TOraks	TOraks	4	4	2	?	?	O	0.06649	1.86702
317	Original	Original	TOraks	TOraks	4	4	3	?	?	r	0.41108	1.17785
318	Original	Original	TOraks	TOraks	4	4	4	?	?	a	0.15677	1.68645
319	Original	Original	TOraks	TOraks	4	4	5	?	?	k	1.00000	0.00000
320	Original	Original	TOraks	TOraks	4	4	6	?	?	s	1.00000	0.00000
321	Original	Original	t#kwYz	t#kwYz	4	4	1	?	?	t	0.04398	1.91203
322	Original	Original	t#kwYz	t#kwYz	4	4	2	?	?	#	0.04622	1.90756
323	Original	Original	t#kwYz	t#kwYz	4	4	3	?	?	k	0.09328	1.81344
324	Original	Original	t#kwYz	t#kwYz	4	4	4	?	?	w	0.16084	1.67832
325	Original	Original	t#kwYz	t#kwYz	4	4	5	?	?	Y	1.00000	0.00000
326	Original	Original	t#kwYz	t#kwYz	4	4	6	?	?	z	1.00000	0.00000
327	Original	Original	vaksin	vaksin	5	5	1	?	?	v	0.01520	1.96960
328	Original	Original	vaksin	vaksin	5	5	2	?	?	a	0.11576	1.76847
329	Original	Original	vaksin	vaksin	5	5	3	?	?	k	0.13568	1.72865
330	Original	Original	vaksin	vaksin	5	5	4	?	?	s	0.49137	1.01725
331	Original	Original	vaksin	vaksin	5	5	5	?	?	i	0.29347	1.41306
332	Original	Original	vaksin	vaksin	5	5	6	?	?	n	1.00000	0.00000
